train_number,day_of_week,month,scheduled_hour,prev_station_delay,distance_from_origin,is_express,delay_minutes
66303,0,10,11,16.0,98.5,0,32.4
56361,5,3,7,14.0,19.7,0,35.8
16606,6,8,13,2.6,370.9,1,2.9
56362,4,6,20,9.6,45.6,0,3.6
16526,2,3,13,41.0,415.6,1,34.1
16526,1,11,4,7.9,732.2,1,13.1
56361,3,2,13,5.4,678.4,0,10.1
12602,3,2,9,11.2,157.1,1,15.1
16525,4,9,18,22.7,57.6,1,18.3
16650,0,11,6,10.1,683.2,1,4.3
16336,1,5,9,0.0,532.7,1,0.0
16629,3,12,12,2.0,294.9,1,3.7
16525,3,6,8,4.6,427.2,1,13.2
56361,1,9,21,44.0,199.8,0,51.0
12601,2,4,14,11.0,553.9,1,18.8
16329,1,8,14,8.5,294.6,1,16.6
12602,4,10,4,0.5,58.2,1,9.9
12076,2,5,19,11.7,319.7,1,18.9
56361,1,5,13,12.3,683.4,0,18.7
12431,6,10,13,10.2,600.1,1,17.7
12626,5,3,15,11.1,687.7,1,10.9
16526,3,8,5,5.1,303.6,1,11.6
16525,1,12,7,13.3,248.6,1,9.2
16336,0,12,23,8.6,525.8,1,5.4
16604,6,5,11,4.8,398.0,1,0.0
12602,3,12,18,20.9,531.9,1,31.7
16629,5,6,4,13.2,158.6,1,18.6
16329,1,9,8,21.5,364.9,1,24.5
16606,4,3,22,0.0,223.0,1,0.0
66301,4,5,13,10.7,218.0,0,12.5
66302,1,12,16,3.2,51.0,0,10.6
12602,0,2,10,24.9,143.8,1,40.0
16606,0,4,12,9.8,741.2,1,15.8
56362,3,7,14,19.5,402.2,0,23.6
12076,3,9,4,7.4,124.1,1,0.0
12076,0,8,19,53.7,344.7,1,53.7
12602,1,2,6,1.4,123.7,1,12.9
66302,0,8,9,33.3,757.7,0,34.7
66303,5,7,13,8.3,122.7,0,0.3
12602,4,11,20,2.2,284.5,1,11.7
12076,3,7,21,15.8,149.5,1,11.3
16604,3,3,15,4.7,788.5,1,1.0
56361,4,9,14,37.4,490.8,0,54.8
16650,1,3,9,23.2,390.8,1,18.0
16606,4,11,6,3.5,726.5,1,11.5
12076,6,11,19,5.2,407.3,1,3.7
16334,5,7,7,8.3,484.1,1,9.2
16526,5,2,18,8.6,614.9,1,6.4
16606,6,4,14,16.8,799.4,1,12.3
56361,0,7,23,3.9,345.2,0,4.6
16604,1,12,15,17.8,441.7,1,23.9
12076,5,11,21,0.0,94.8,1,0.0
16336,5,3,5,3.3,71.8,1,4.2
16336,2,1,4,1.4,25.7,1,5.4
12082,1,3,17,14.2,764.8,1,19.0
16525,2,9,12,9.8,177.2,1,17.7
56362,2,2,16,16.1,504.6,0,13.3
16650,4,1,9,4.2,517.8,1,0.0
56361,2,4,16,2.9,129.4,0,7.5
66302,6,11,17,4.1,269.9,0,5.4
16526,0,3,22,6.8,187.2,1,5.7
12601,1,5,23,8.9,79.0,1,7.3
12431,3,6,18,11.3,160.7,1,8.0
66302,5,10,16,6.6,532.1,0,12.0
56362,3,10,12,16.1,233.1,0,15.4
12431,1,2,10,1.8,337.9,1,8.0
12082,3,9,8,4.4,395.1,1,6.5
12431,1,6,11,28.0,408.0,1,32.1
66303,4,12,11,7.3,654.6,0,12.3
16629,6,10,8,1.3,216.3,1,0.0
12076,2,4,16,1.5,47.8,1,6.2
12082,0,6,8,7.4,537.8,1,8.9
16526,6,4,18,9.2,182.0,1,7.6
12626,6,7,18,13.6,553.6,1,12.4
16629,1,7,10,18.7,109.1,1,18.6
16526,6,7,21,3.6,107.6,1,7.6
16606,2,7,6,7.9,715.5,1,7.2
56362,3,7,14,3.8,287.0,0,1.1
16650,3,4,15,13.4,588.3,1,18.7
16525,1,10,12,0.0,292.6,1,5.0
12082,6,3,22,0.0,187.3,1,0.0
16604,6,9,17,28.7,737.8,1,39.7
12601,3,5,23,7.3,715.6,1,6.1
12602,0,5,21,15.4,78.3,1,13.2
12431,3,10,15,13.8,186.1,1,8.1
66301,1,4,19,10.1,412.0,0,12.2
16336,6,3,21,6.6,198.7,1,0.6
66304,3,1,23,37.5,335.3,0,28.0
66302,5,3,12,25.5,736.3,0,22.1
12076,5,12,10,3.3,193.8,1,5.1
56361,2,3,4,41.0,426.1,0,45.7
16525,6,12,15,5.9,338.0,1,18.6
12625,4,1,6,5.3,503.6,1,5.0
12601,0,7,10,4.9,245.1,1,11.4
16329,4,8,13,32.5,565.7,1,34.2
56362,3,8,17,36.4,269.2,0,38.8
16336,1,5,17,6.2,101.7,1,0.0
56362,4,8,21,4.3,531.7,0,10.6
16329,1,2,19,30.2,552.6,1,30.1
16334,3,10,21,1.7,98.6,1,4.1
56362,1,3,11,45.7,474.4,0,32.7
56361,6,8,20,8.6,80.0,0,7.7
12082,0,7,22,12.7,495.0,1,21.1
12602,2,4,8,12.1,783.6,1,17.2
66303,4,1,20,12.2,708.2,0,20.1
16346,4,4,11,1.5,450.0,1,1.2
16525,0,2,17,7.2,353.9,1,4.7
12601,5,2,18,13.3,796.6,1,15.0
12625,1,2,5,11.2,590.6,1,14.0
16329,1,9,16,24.9,66.5,1,24.1
66301,2,1,13,1.4,533.1,0,6.4
12626,0,12,23,0.0,502.7,1,0.0
66304,0,11,23,23.2,481.6,0,19.9
16346,6,11,14,11.7,408.3,1,13.0
16336,5,12,14,2.1,270.2,1,9.5
16329,2,11,7,19.6,556.2,1,24.2
12431,2,4,22,21.4,776.4,1,22.8
12602,4,10,21,9.2,390.6,1,21.7
16334,1,7,22,10.2,35.7,1,4.5
12625,3,3,20,13.7,398.0,1,2.2
16650,0,1,17,2.3,266.5,1,3.2
16629,5,3,19,4.6,29.6,1,8.3
12626,2,6,9,10.8,311.5,1,11.7
56361,1,5,9,92.0,321.6,0,71.1
16606,0,5,19,4.6,293.9,1,0.0
16526,2,9,14,45.0,209.4,1,46.3
16525,0,8,9,3.7,35.1,1,0.7
16526,0,3,20,10.6,649.3,1,10.2
16329,0,6,10,23.9,274.0,1,26.7
12076,0,6,23,20.0,250.0,1,21.3
56362,6,9,4,16.4,794.2,0,20.0
12602,2,5,18,20.8,177.7,1,35.3
16334,0,10,8,0.0,223.3,1,0.5
12431,0,3,16,0.0,211.2,1,0.0
16334,2,2,4,14.4,91.0,1,16.5
12082,3,3,4,0.0,360.0,1,1.7
12082,6,6,14,15.3,605.0,1,17.1
66304,1,11,10,19.7,428.8,0,22.8
16526,1,7,19,2.6,462.2,1,5.9
16604,3,10,19,21.6,344.7,1,17.2
66304,4,5,20,0.0,360.9,0,4.2
12431,1,9,9,18.7,435.0,1,15.3
16334,6,11,16,13.5,475.9,1,20.7
66301,6,7,17,5.9,665.9,0,12.0
66304,4,1,12,17.6,679.4,0,9.2
16525,4,8,7,4.1,411.0,1,7.0
66304,3,11,17,10.5,612.1,0,17.1
16604,4,7,9,15.4,591.4,1,16.9
16629,4,8,12,1.8,333.5,1,0.0
16629,6,1,11,11.6,238.5,1,9.1
66301,4,3,22,30.5,143.3,0,35.6
12076,2,1,21,10.9,741.9,1,5.1
16604,1,3,13,4.0,92.1,1,4.3
16336,5,1,6,3.0,314.9,1,9.1
12431,6,5,17,2.6,658.7,1,10.6
66304,4,12,11,15.7,475.1,0,18.4
16346,3,1,21,0.4,25.1,1,0.0
16604,3,5,5,6.1,408.2,1,8.1
16629,2,11,19,5.6,559.0,1,8.1
16606,3,11,8,10.1,664.6,1,13.9
66304,0,10,21,29.9,468.1,0,35.9
12602,4,2,14,3.3,555.9,1,8.7
16329,2,12,20,5.5,414.7,1,17.6
66304,1,9,12,25.9,128.4,0,26.4
16329,2,6,9,36.3,406.9,1,36.4
16526,1,11,10,4.5,137.4,1,15.0
66301,5,3,6,13.5,656.1,0,2.5
66303,3,12,18,27.0,724.7,0,30.6
16336,4,7,11,10.6,443.6,1,8.5
56361,3,11,8,15.9,606.7,0,14.1
16336,5,1,19,2.7,600.7,1,2.5
16525,4,11,12,24.0,527.0,1,25.8
16525,2,8,13,7.5,350.4,1,17.9
12082,2,1,21,0.3,85.0,1,5.0
12602,1,1,22,12.6,410.7,1,10.1
66302,1,4,7,0.0,12.0,0,0.0
16650,4,7,17,8.2,515.3,1,9.8
66304,1,2,12,3.2,32.3,0,10.0
12431,3,3,7,20.8,290.2,1,27.3
16629,2,7,21,14.0,267.0,1,11.4
12082,6,3,16,15.1,489.7,1,17.7
66301,5,8,16,12.2,68.8,0,13.1
66304,6,11,13,9.0,436.7,0,7.1
12601,2,9,16,32.6,434.1,1,23.2
16336,1,5,20,2.5,443.7,1,1.6
16650,1,8,16,41.3,189.6,1,35.7
16526,2,4,13,12.4,201.8,1,10.3
66301,2,5,16,39.2,238.3,0,34.5
12626,4,2,6,27.2,630.9,1,30.5
12076,0,1,13,4.9,659.9,1,11.5
16629,6,3,18,17.3,611.6,1,19.0
56362,2,11,6,5.4,629.5,0,0.0
56362,2,7,19,2.0,737.0,0,0.0
12431,2,10,8,9.3,723.9,1,18.5
16604,5,9,20,1.5,760.2,1,4.5
12625,2,9,21,1.2,501.0,1,6.0
16346,2,9,17,9.9,691.1,1,18.0
66302,0,1,11,23.2,696.3,0,25.5
16346,6,12,9,9.5,720.6,1,0.0
16346,3,5,12,5.7,167.1,1,13.3
16650,0,7,17,6.2,107.3,1,0.0
12082,2,4,4,10.1,305.2,1,13.7
12431,5,3,6,10.6,753.0,1,16.1
56362,3,6,23,34.2,498.3,0,46.3
16329,0,5,23,4.4,424.7,1,3.3
16525,6,5,4,4.7,148.9,1,1.8
16329,2,10,18,53.1,227.7,1,68.1
12625,2,11,22,4.2,141.5,1,10.7
16604,5,9,6,0.0,119.4,1,0.0
66303,2,8,17,21.8,453.8,0,29.9
12602,2,2,13,2.7,536.0,1,12.3
12625,6,1,12,4.1,215.6,1,0.0
66304,5,9,14,17.6,408.8,0,25.5
12431,6,9,20,11.0,714.1,1,9.2
66303,1,10,9,75.1,755.9,0,69.7
12601,0,5,17,15.3,146.1,1,11.8
56362,3,11,19,12.2,494.7,0,16.1
16606,1,10,21,0.0,114.9,1,0.0
16604,3,6,19,11.2,149.4,1,7.0
16606,2,12,4,57.7,545.0,1,54.1
66302,1,10,15,0.0,19.8,0,0.0
66303,4,10,18,41.2,202.1,0,57.7
16334,0,2,20,24.4,400.5,1,18.8
12076,1,8,17,29.6,497.4,1,32.3
66302,1,11,19,12.5,619.0,0,23.5
12076,5,6,4,5.4,674.5,1,14.7
12082,4,5,7,4.0,302.1,1,3.1
16604,2,8,10,68.6,264.4,1,82.7
12602,4,12,20,0.2,763.3,1,1.7
16525,3,1,11,8.4,247.5,1,7.8
56361,6,9,11,26.1,89.7,0,21.2
16525,6,5,4,10.7,493.9,1,1.5
16604,2,8,6,26.4,148.7,1,19.5
66301,4,7,20,53.1,319.3,0,58.7
16346,6,5,11,2.9,173.3,1,0.0
16606,4,6,19,6.8,556.7,1,5.9
16526,0,5,15,11.2,168.7,1,11.1
66302,6,6,17,62.6,684.8,0,57.8
16629,0,1,7,9.8,217.4,1,15.9
12626,2,12,17,7.3,58.1,1,11.7
12601,1,2,16,42.4,602.1,1,32.4
12626,6,12,20,15.5,255.8,1,21.6
16346,3,9,13,15.6,775.1,1,9.8
12082,6,7,16,10.3,425.5,1,15.5
16336,2,8,23,1.9,679.2,1,16.7
12626,1,7,17,21.0,414.4,1,24.2
66302,5,2,8,14.3,171.8,0,16.0
66301,0,9,16,46.1,579.2,0,39.3
16336,1,3,11,3.8,215.9,1,11.3
12076,5,11,7,32.8,739.6,1,38.4
16650,0,9,9,14.6,280.3,1,15.5
12082,6,5,7,6.1,392.7,1,14.7
16346,0,1,5,15.5,513.8,1,18.4
16526,0,12,5,1.3,381.4,1,6.9
56361,2,11,11,10.8,568.6,0,14.6
12626,2,2,22,0.9,193.2,1,5.9
66304,4,2,21,9.3,72.7,0,13.4
12076,6,12,20,21.2,630.7,1,28.5
16329,5,9,8,77.7,170.2,1,65.0
16606,5,8,6,6.5,328.3,1,8.4
12602,3,8,19,44.9,676.8,1,58.0
12625,3,10,22,41.4,280.4,1,42.1
12431,4,11,9,4.2,422.3,1,7.2
12431,5,1,10,25.7,356.8,1,19.3
66301,1,10,19,10.1,635.5,0,1.1
12076,0,6,19,25.3,633.4,1,37.1
16329,6,4,4,18.4,194.7,1,19.8
12601,4,10,6,4.1,588.1,1,0.0
12601,6,12,22,3.2,152.6,1,4.9
66303,4,10,16,18.5,389.4,0,9.4
56361,2,6,5,26.0,168.1,0,33.6
12076,2,7,22,12.0,266.0,1,0.0
12076,0,8,5,14.2,30.1,1,18.9
16329,3,9,22,7.0,31.3,1,11.0
56362,5,10,20,0.0,297.1,0,7.7
66301,1,8,16,3.3,587.9,0,11.8
66301,6,3,15,1.1,345.0,0,0.0
16650,6,3,7,6.3,78.3,1,14.4
12601,4,11,9,15.8,376.8,1,18.5
16525,2,4,6,5.2,104.4,1,0.0
16346,4,8,5,20.8,595.3,1,37.2
66304,2,1,21,34.5,405.6,0,25.9
16346,2,12,5,4.2,445.3,1,1.3
16329,2,9,10,42.8,99.2,1,43.8
12602,2,6,9,7.2,254.7,1,6.4
12626,6,1,11,18.7,290.6,1,8.1
16329,3,12,6,8.9,312.5,1,12.1
12625,5,6,9,8.5,74.6,1,0.0
56361,3,4,13,4.5,643.5,0,0.0
16629,3,4,13,4.5,402.8,1,7.6
16334,1,12,20,7.9,559.0,1,0.0
56361,4,5,15,2.7,678.6,0,11.8
16526,4,1,14,12.8,574.6,1,7.2
16604,2,11,23,10.8,106.5,1,13.7
66303,5,9,17,55.4,603.5,0,53.1
12626,0,6,5,11.3,379.1,1,12.0
16650,6,12,14,8.2,488.1,1,10.3
16329,3,8,9,14.7,335.8,1,16.7
16346,0,5,20,12.1,600.5,1,16.2
12626,6,12,11,12.9,239.9,1,13.3
16329,4,2,10,8.0,667.4,1,9.9
66304,1,8,8,1.5,490.0,0,10.2
66301,4,7,16,10.7,622.2,0,3.9
66303,5,7,10,40.1,701.7,0,50.0
12082,1,4,23,24.9,217.6,1,35.0
12076,1,5,13,5.9,668.1,1,21.5
12082,1,9,22,19.2,670.1,1,27.0
16329,3,11,7,5.9,454.8,1,7.4
16525,3,11,14,5.0,23.1,1,3.8
66304,2,4,14,1.4,261.1,0,2.3
56362,6,4,22,1.2,382.3,0,4.1
66303,3,2,6,12.0,763.6,0,13.7
12082,3,5,9,8.8,177.2,1,14.9
66302,5,10,8,13.1,373.4,0,12.6
16604,0,10,10,13.5,79.0,1,11.2
12625,6,5,9,22.4,623.2,1,31.8
12602,4,11,17,20.7,287.4,1,23.0
16604,2,6,11,12.2,761.8,1,14.7
16334,5,2,10,18.7,799.0,1,26.4
66301,2,1,5,3.6,77.9,0,7.3
66301,4,10,6,3.3,747.9,0,8.5
12431,2,12,10,16.1,454.7,1,17.4
12601,2,2,6,4.9,44.9,1,0.3
56361,6,1,9,1.8,630.3,0,0.7
16329,1,10,4,0.0,62.9,1,6.7
12626,0,1,7,7.4,26.7,1,9.2
12431,2,4,19,12.3,707.7,1,15.1
12076,1,10,4,12.9,97.1,1,21.1
12625,4,9,4,1.7,520.8,1,10.8
16346,5,4,5,8.7,18.1,1,3.3
16336,5,10,15,16.9,49.3,1,19.5
56361,4,1,10,25.6,184.4,0,25.8
16650,5,6,9,5.2,297.8,1,0.0
16604,5,12,22,11.6,543.8,1,16.3
16334,1,3,11,6.9,178.0,1,1.5
16526,3,7,7,7.1,358.7,1,1.1
16606,0,11,15,28.5,754.3,1,29.5
16650,5,9,4,2.6,226.7,1,8.0
12602,0,6,8,1.6,111.2,1,8.0
66302,1,3,4,4.6,405.6,0,0.0
16346,4,3,12,5.5,305.6,1,5.9
66304,6,6,12,9.8,612.3,0,15.7
12625,3,5,9,8.7,593.9,1,4.7
16336,2,11,11,5.6,359.6,1,6.8
16650,3,3,7,26.7,796.6,1,31.4
12601,2,6,6,34.8,354.5,1,29.1
12625,2,10,12,13.1,395.5,1,18.2
12076,3,8,16,17.5,557.2,1,12.6
16334,6,7,22,9.5,72.6,1,15.0
66303,6,5,13,13.0,143.6,0,12.1
66303,0,4,11,5.3,350.8,0,14.1
16334,6,12,17,5.6,630.3,1,3.2
66303,4,10,16,20.0,712.1,0,23.7
12431,1,8,20,16.6,766.3,1,23.2
12626,0,9,7,6.2,674.0,1,10.7
16629,4,1,12,6.8,543.5,1,8.7
16346,1,2,10,10.7,78.1,1,6.7
16329,2,2,22,2.7,772.0,1,0.0
12601,0,10,8,10.7,91.9,1,8.2
16629,2,6,4,15.3,302.3,1,9.2
66302,1,3,14,41.0,155.1,0,43.9
56361,1,1,10,17.6,616.1,0,23.5
16650,5,5,9,0.4,216.4,1,11.0
16629,1,3,19,11.5,88.2,1,16.9
12602,3,1,20,35.9,610.7,1,37.4
12431,4,1,4,5.2,250.8,1,0.0
66301,6,11,8,51.6,396.3,0,39.4
66303,1,7,7,6.6,383.9,0,6.7
66303,5,1,20,18.6,557.4,0,29.3
56361,3,4,14,2.4,664.9,0,2.9
66303,4,1,8,18.0,737.9,0,34.1
12601,5,12,18,40.5,110.6,1,34.9
12602,3,1,17,9.7,404.1,1,8.7
66304,2,11,17,45.4,789.6,0,37.9
12601,6,1,4,5.4,725.2,1,3.9
16336,5,4,16,0.0,540.7,1,9.4
56362,6,4,12,9.1,749.4,0,7.6
16650,6,12,8,14.8,279.5,1,15.4
56362,2,10,21,7.0,239.8,0,0.0
12431,6,12,23,41.1,376.5,1,33.2
12625,0,3,15,8.9,492.1,1,2.0
16606,4,5,5,11.3,508.9,1,14.8
12601,4,5,19,0.2,716.5,1,6.5
16604,4,5,9,10.7,781.5,1,16.1
16526,4,2,14,2.8,45.6,1,10.0
12625,0,5,18,11.2,414.7,1,5.7
16334,4,5,5,0.9,137.6,1,0.3
16334,4,12,20,5.6,391.4,1,0.0
16334,2,11,16,16.9,405.0,1,19.7
12431,1,5,21,6.9,694.4,1,10.9
12625,6,12,6,10.9,397.4,1,14.3
56361,2,2,13,12.6,505.2,0,22.0
12626,4,3,16,9.0,69.7,1,2.5
12601,1,6,20,2.3,518.4,1,3.2
16334,3,9,22,10.4,720.8,1,12.4
12601,0,3,14,21.1,244.7,1,23.0
66302,4,2,4,32.0,50.5,0,28.2
12431,5,9,4,5.5,498.3,1,8.4
16334,6,1,13,2.3,179.2,1,0.0
66302,2,6,12,55.4,337.6,0,66.2
16606,2,10,5,8.9,777.4,1,15.9
12431,6,3,7,5.5,38.5,1,16.0
66304,2,6,20,23.9,333.7,0,21.9
12625,0,12,22,5.4,496.1,1,10.1
56361,6,11,10,17.3,98.9,0,19.9
16336,6,6,13,0.5,32.0,1,6.9
16606,1,3,10,16.8,616.5,1,14.6
56361,3,2,16,6.0,529.1,0,16.9
12431,3,6,4,1.1,270.5,1,5.4
16334,3,9,9,13.5,653.9,1,5.8
12625,6,4,17,4.7,796.7,1,5.1
16629,0,5,16,7.6,713.0,1,9.8
16606,5,2,7,3.2,275.8,1,0.0
66303,2,3,12,4.6,709.8,0,7.4
16650,1,4,11,3.8,389.4,1,10.0
16334,0,10,13,0.0,185.6,1,5.8
12082,5,3,9,7.6,260.0,1,2.3
16525,0,3,19,14.7,685.2,1,22.8
12626,3,7,16,16.0,655.9,1,20.5
66304,1,9,20,11.8,273.7,0,9.3
16629,1,1,6,6.0,609.3,1,11.4
56361,0,7,12,24.9,588.6,0,40.2
12625,6,6,17,14.8,683.2,1,15.9
66302,4,11,12,6.1,624.7,0,13.3
16526,3,11,7,0.0,470.2,1,0.0
66301,0,11,16,21.7,422.3,0,10.2
12082,1,9,21,10.7,31.9,1,13.3
16526,6,9,15,15.1,742.9,1,26.3
16604,1,9,17,7.1,758.9,1,9.0
12601,5,4,10,6.3,160.2,1,10.1
56362,6,10,8,24.8,156.7,0,27.4
12082,6,5,4,0.0,197.3,1,2.4
12076,0,6,15,55.1,537.9,1,48.6
12431,5,2,15,3.2,228.4,1,1.1
56362,6,2,13,18.6,112.1,0,14.6
16526,3,3,23,10.3,122.8,1,13.7
16525,4,12,21,0.6,665.4,1,13.8
16525,0,1,6,0.5,64.4,1,2.4
66302,1,9,16,9.9,283.6,0,18.0
12082,4,1,11,12.5,447.7,1,10.0
16606,1,10,13,9.4,140.6,1,0.0
16525,3,3,10,12.5,345.8,1,23.8
16650,6,8,19,4.7,728.7,1,13.0
16629,2,5,14,1.7,125.4,1,0.0
12431,0,6,16,20.9,793.9,1,33.2
66301,1,1,15,4.6,542.2,0,8.8
12601,3,9,13,9.9,572.4,1,5.6
66304,2,12,22,103.3,532.1,0,86.4
12626,4,10,6,17.3,133.1,1,13.8
16606,4,4,8,8.7,393.5,1,2.7
12601,4,1,7,0.7,693.3,1,9.5
12626,0,1,12,5.3,334.0,1,6.2
66304,5,2,5,21.8,725.6,0,10.8
12602,2,8,19,25.9,221.2,1,27.9
16606,4,3,21,5.9,736.4,1,12.6
16526,2,7,10,17.0,47.6,1,9.4
12626,0,2,23,2.5,685.0,1,2.6
12625,0,12,18,3.8,793.5,1,10.2
16526,4,4,18,11.8,288.5,1,1.5
16650,5,3,13,1.7,459.6,1,11.4
16329,0,10,13,8.5,470.4,1,10.8
56361,1,5,16,16.4,632.4,0,9.3
66304,1,6,23,0.0,72.2,0,4.9
12601,1,6,5,30.6,166.7,1,21.2
12082,2,5,9,9.7,630.5,1,18.4
12076,0,10,19,14.0,636.5,1,9.7
16334,6,11,9,0.0,123.6,1,1.3
16329,6,7,9,10.2,51.5,1,21.8
16629,6,5,17,6.4,48.0,1,11.9
12602,0,1,18,28.6,222.0,1,36.8
56361,2,6,22,8.6,423.9,0,17.5
16650,1,3,14,5.3,15.2,1,4.4
12602,3,2,9,27.0,775.5,1,22.3
66304,5,11,4,13.1,619.4,0,7.8
66302,0,12,9,21.0,363.7,0,18.7
12626,6,1,15,10.5,281.7,1,19.0
12431,6,2,6,5.7,581.9,1,0.0
16650,3,6,4,8.8,539.4,1,12.6
16604,5,7,4,1.5,433.9,1,0.0
56362,1,1,4,0.0,620.4,0,5.1
56361,3,1,15,2.2,117.5,0,0.0
12076,5,11,5,10.1,481.4,1,8.0
66302,2,9,16,0.3,750.1,0,1.2
12626,4,11,7,17.3,330.1,1,27.9
12601,3,5,5,7.0,147.2,1,9.5
66303,2,2,11,22.7,482.1,0,28.5
16629,0,8,23,14.7,215.9,1,14.5
12082,2,2,20,0.8,62.2,1,0.0
16526,4,2,4,2.9,739.2,1,8.9
16329,1,8,17,12.2,370.9,1,16.8
16525,4,7,20,21.5,101.5,1,22.8
16329,3,10,13,1.9,611.8,1,13.8
12076,5,5,6,6.7,247.9,1,4.4
12602,6,7,13,16.5,174.0,1,20.3
12626,3,7,6,9.3,273.6,1,5.7
16336,6,10,23,8.6,184.1,1,0.0
16526,5,7,19,6.9,132.4,1,5.5
16629,5,1,21,13.4,24.1,1,12.6
56362,0,10,9,2.5,683.7,0,6.7
16346,0,12,19,0.0,11.9,1,0.0
16346,1,8,12,2.2,356.8,1,2.6
16334,3,8,11,16.6,205.6,1,26.1
16606,3,2,7,0.0,143.4,1,6.8
16526,1,3,8,7.2,696.0,1,15.4
16329,6,8,9,14.4,374.1,1,20.0
12076,4,11,17,5.2,386.1,1,0.0
12626,1,7,20,15.3,677.0,1,23.6
16346,3,5,18,14.4,173.5,1,22.4
16334,3,2,21,12.0,67.5,1,27.3
12625,6,5,15,15.9,762.0,1,11.7
66301,3,8,21,89.4,301.8,0,75.6
56361,6,1,19,5.8,51.5,0,2.7
12076,4,3,19,6.4,217.6,1,8.7
16336,6,3,14,4.7,68.9,1,13.5
16606,4,7,23,13.6,129.6,1,12.5
12626,5,11,21,3.1,13.3,1,0.0
66303,5,5,17,27.5,209.8,0,30.2
16629,1,1,20,6.9,458.6,1,7.7
12431,1,10,20,16.6,549.9,1,22.9
16526,3,12,16,18.1,145.9,1,19.6
12625,6,10,19,11.6,448.2,1,3.1
16334,3,7,5,26.5,396.2,1,19.7
16526,3,6,21,0.0,125.5,1,0.0
12076,1,2,15,4.0,727.3,1,4.7
16604,3,6,8,22.1,704.9,1,34.4
12431,1,9,11,40.2,328.9,1,34.9
16346,5,2,8,9.9,507.2,1,13.5
66302,3,9,23,19.4,753.9,0,22.5
16334,5,12,21,7.2,472.3,1,12.2
16629,6,3,4,22.5,207.3,1,17.9
16334,2,5,22,11.1,377.4,1,17.9
12431,5,10,14,8.8,794.3,1,7.7
16336,3,9,8,17.2,289.8,1,20.5
12626,2,1,21,36.1,334.4,1,40.0
66303,0,8,11,39.9,799.0,0,63.2
16526,4,11,10,3.7,323.5,1,2.5
12431,3,2,19,7.6,136.7,1,4.2
66302,5,6,19,28.7,457.5,0,25.8
16650,6,2,15,0.0,45.7,1,0.1
16525,4,2,5,7.2,56.6,1,2.1
12076,0,11,22,18.3,525.0,1,28.2
12601,3,7,13,31.0,61.7,1,29.9
16604,3,6,21,9.0,601.7,1,21.0
16604,3,9,8,30.3,609.9,1,46.1
66302,0,9,22,6.3,153.0,0,9.1
56362,1,1,14,34.2,699.8,0,48.6
56361,1,1,19,11.0,345.7,0,7.4
16604,6,3,11,17.4,727.9,1,13.6
66304,3,12,5,18.1,364.4,0,19.6
16606,3,1,13,12.8,461.2,1,8.7
16346,1,11,14,10.0,789.5,1,5.6
56362,1,5,9,10.3,662.0,0,17.9
66303,2,3,9,22.3,317.0,0,32.6
56361,3,5,16,26.9,799.8,0,28.4
66303,0,7,10,34.4,342.9,0,39.2
12602,1,3,20,4.5,450.0,1,4.8
16346,5,8,12,28.4,67.9,1,32.9
66303,2,7,12,11.1,665.5,0,20.1
12082,3,12,4,6.0,520.1,1,6.7
16604,4,9,16,2.4,756.7,1,10.4
12076,1,2,9,7.5,761.3,1,7.5
16334,1,7,23,17.8,668.3,1,14.6
56361,6,6,15,14.4,725.8,0,34.4
16346,4,11,9,5.4,542.0,1,3.6
16629,6,1,10,5.8,773.1,1,7.3
16606,1,2,16,14.3,592.7,1,17.9
16629,6,11,21,7.7,190.6,1,7.8
12625,4,4,21,3.9,797.6,1,10.1
12602,0,2,4,18.5,756.6,1,28.0
16346,3,4,8,1.7,449.2,1,4.4
12626,3,7,4,12.4,544.4,1,15.1
66302,3,10,22,50.0,150.4,0,43.9
16606,2,4,18,0.1,744.3,1,0.0
16525,3,7,22,7.7,601.5,1,3.8
66301,2,6,12,8.4,511.7,0,6.1
66304,4,1,15,15.3,198.9,0,23.1
16346,5,2,21,0.0,311.3,1,0.0
12082,2,8,9,1.1,372.0,1,10.7
16526,5,10,23,14.1,172.5,1,23.8
16346,0,6,22,5.7,233.1,1,1.9
66302,2,1,19,20.2,617.2,0,18.9
12076,3,9,21,0.0,547.0,1,8.4
12601,5,11,17,2.0,750.9,1,10.3
66303,0,2,20,0.0,197.2,0,0.0
16525,0,4,22,9.9,662.9,1,15.6
12431,4,3,13,0.0,40.9,1,3.8
66303,6,7,4,16.2,139.9,0,23.9
56361,1,12,18,37.4,85.7,0,31.2
12602,2,2,6,4.3,76.1,1,0.7
56362,0,5,10,8.0,790.7,0,10.9
66302,3,5,17,8.9,676.6,0,14.3
16604,6,8,22,4.3,634.0,1,4.5
56362,0,3,16,13.3,199.5,0,25.7
12625,0,6,8,16.9,377.2,1,24.3
56362,6,10,14,18.3,238.5,0,9.3
16334,5,7,21,21.3,616.0,1,16.2
16629,1,6,7,4.1,766.4,1,9.0
56362,3,7,18,30.8,700.2,0,53.4
16629,0,4,20,67.1,485.7,1,77.0
16526,4,1,10,15.5,453.4,1,22.4
16604,2,8,6,5.2,146.8,1,0.0
66303,4,1,11,0.8,285.0,0,13.4
16329,1,1,5,7.8,500.0,1,6.2
66304,2,4,20,16.2,150.7,0,23.4
56361,4,8,10,23.6,277.9,0,23.8
16334,4,2,16,11.1,566.8,1,22.7
