gate_id,display_name,lat,lon,road_name,nearest_place,district
node/5925689886,LC near Cherthala South,9.6564952,76.3302959,,Cherthala South,Alappuzha
node/5971321623,LC near Vallakkunnu (muriyad- kodakara road),10.3535065,76.270256,muriyad- kodakara road,Vallakkunnu,Thrissur
node/5971321624,LC near Vallakkunnu (muriyad- kodakara road),10.3535097,76.2701327,muriyad- kodakara road,Vallakkunnu,Thrissur
node/5971322098,LC near Aloor (Kodakara - Kodungallur Road),10.3349913,76.2880644,Kodakara - Kodungallur Road,Aloor,Thrissur
node/5971344073,LC near Chirangara (Old NH Koratty),10.2528916,76.3661975,Old NH Koratty,Chirangara,Thrissur
node/5973659501,LC near Nedumbassery,10.1615873,76.380273,,Nedumbassery,Ernakulam
node/5973659502,LC near Nedumbassery,10.1615867,76.3802119,,Nedumbassery,Ernakulam
node/5973659504,LC near Kothakulangara (Angamayl Road),10.1854021,76.3771354,Angamayl Road,Kothakulangara,Ernakulam
node/5973838601,LC near Haripad (Vazhappally - Railway Cross Road),9.2916331,76.4592798,Vazhappally - Railway Cross Road,Haripad,Alappuzha
node/5973838976,LC near Haripad (Vazhappally - Railway Cross Road),9.2858396,76.4610445,Vazhappally - Railway Cross Road,Haripad,Alappuzha
node/5973839173,LC near Haripad,9.2742555,76.4644074,,Haripad,Alappuzha
node/5973839174,LC near Haripad,9.2742663,76.464454,,Haripad,Alappuzha
node/5974291513,LC near Puliyoor,9.3018584,76.5921737,,Puliyoor,Alappuzha
node/5974291514,LC near Puliyoor,9.3018149,76.5921981,,Puliyoor,Alappuzha
node/5974684319,LC near Chandanathope,8.9171295,76.6323563,,Chandanathope,Kollam
node/5974696189,LC near Nedumbassery,10.167973,76.3986269,,Nedumbassery,Ernakulam
node/5974696190,LC near Nedumbassery,10.1676815,76.395719,,Nedumbassery,Ernakulam
node/5975226313,LC near Cantonment (Public Library YMCA Road),8.8811965,76.5971252,Public Library YMCA Road,Cantonment,Kollam
node/5977133942,LC near Pallom,9.5156098,76.5287628,,Pallom,Kottayam
node/5977388095,LC near Eravankara,9.2610066,76.575447,,Eravankara,Alappuzha
node/5977388096,LC near Eravankara,9.2608966,76.5754691,,Eravankara,Alappuzha
node/5977418017,LC near Punnapra,9.4256009,76.3412072,,Punnapra,Alappuzha
node/5977953919,LC near Shava kotta palam,9.4961124,76.3191828,,Shava kotta palam,Alappuzha
node/5977954454,LC near Shava kotta palam,9.4996358,76.3187074,,Shava kotta palam,Alappuzha
node/5977954747,LC near Thumpoly,9.5251829,76.3214648,,Thumpoly,Alappuzha
node/5977954756,LC near Shava kotta palam,9.5038066,76.3184951,,Shava kotta palam,Alappuzha
node/5977954889,LC near Shava kotta palam,9.4973179,76.3188508,,Shava kotta palam,Alappuzha
node/5984494908,LC near Perissery (Ottappes - Ala - Chengannur Road),9.3089238,76.6031116,Ottappes - Ala - Chengannur Road,Perissery,Alappuzha
node/5984494909,LC near Perissery (Ottappes - Ala - Chengannur Road),9.3089856,76.6031224,Ottappes - Ala - Chengannur Road,Perissery,Alappuzha
node/5987546062,LC near Kallissery,9.3470902,76.603447,,Kallissery,Alappuzha
node/5987546064,LC near Kallissery,9.3470543,76.6035687,,Kallissery,Alappuzha
node/5987612333,LC near Kattoor,9.5603486,76.319209,,Kattoor,Alappuzha
node/5995735789,LC near Walayar,10.8499842,76.8379969,,Walayar,Palakkad
node/5995979098,LC near Mankara (Mankara Chakkanthara Road),10.7797746,76.5094015,Mankara Chakkanthara Road,Mankara,Palakkad
node/5997033230,LC near Puthirikkal,11.0489022,75.8594568,,Puthirikkal,Malappuram
node/5997063477,LC near Kadalundi (Chaliyam - Kadalundi - Kottakadavu Road),11.1372943,75.826737,Chaliyam - Kadalundi - Kottakadavu Road,Kadalundi,Kozhikode
node/5997379590,LC near Elathur,11.3446711,75.7414686,,Elathur,Kozhikode
node/5997379607,LC near Elathur,11.3446667,75.7413314,,Elathur,Kozhikode
node/5997744028,LC near Thikkodi,11.4921125,75.6263991,,Thikkodi,Kozhikode
node/5997744037,LC near Thikkodi,11.4921292,75.6264496,,Thikkodi,Kozhikode
node/5997744046,LC near Thikkodi,11.4921484,75.6264933,,Thikkodi,Kozhikode
node/5997744074,LC near Thikkodi,11.4935885,75.6267826,,Thikkodi,Kozhikode
node/6015844948,LC near Vallakkunnu (Church road),10.3477462,76.2747406,Church road,Vallakkunnu,Thrissur
node/6015844949,LC near Vallakkunnu (Church road),10.3477792,76.2748404,Church road,Vallakkunnu,Thrissur
node/6016408724,LC node/6016408724 (muriyad- kodakara road),10.3620429,76.2694273,muriyad- kodakara road,,Thrissur
node/6016408725,LC node/6016408725 (muriyad- kodakara road),10.3620319,76.2695387,muriyad- kodakara road,,Thrissur
node/6030555053,LC near Wadakkancherry,10.6499627,76.2377822,,Wadakkancherry,Thrissur
node/6030555196,LC near Mulakunnathukavu,10.5945352,76.2063434,,Mulakunnathukavu,Thrissur
node/6030555205,LC near Mulakunnathukavu,10.5943757,76.2049259,,Mulakunnathukavu,Thrissur
node/6031157272,LC near Cheerachi,10.483945,76.2243775,,Cheerachi,Thrissur
node/6031157303,LC near Ollur (Mannuthy-Palakkal Road),10.4718538,76.2387757,Mannuthy-Palakkal Road,Ollur,Thrissur
node/6031157330,LC near Ollur (Mannuthy-Palakkal Road),10.471883,76.2388165,Mannuthy-Palakkal Road,Ollur,Thrissur
node/6031157359,LC near Amballur (Urakam-Pudukad Road),10.4196685,76.2619659,Urakam-Pudukad Road,Amballur,Thrissur
node/6031157377,LC near Amballur (Urakam-Pudukad Road),10.4197786,76.2620514,Urakam-Pudukad Road,Amballur,Thrissur
node/6031632518,LC near Kothakulangara (Angamayl Road),10.1854095,76.3772294,Angamayl Road,Kothakulangara,Ernakulam
node/6031632532,LC near Kothakulangara (Angamayl Road),10.1853982,76.3770295,Angamayl Road,Kothakulangara,Ernakulam
node/6031633034,LC near Aluva,10.1099576,76.3579596,,Aluva,Ernakulam
node/6034128501,LC near Thrippunithura,9.9736313,76.3363603,,Thrippunithura,Ernakulam
node/6034128515,LC near Thrippunithura,9.9735599,76.3404126,,Thrippunithura,Ernakulam
node/6034128664,LC near Thrippunithura,9.9735712,76.3412,,Thrippunithura,Ernakulam
node/6034128733,LC near Thrippunithura,9.9739286,76.347482,,Thrippunithura,Ernakulam
node/6034128747,LC near Thrippunithura,9.9738845,76.3474904,,Thrippunithura,Ernakulam
node/6036539844,LC near Chandiroor,9.8522721,76.3033512,,Chandiroor,Alappuzha
node/6036938319,LC near Alappuzha (Beach Thiruvambadi Road),9.4812463,76.322837,Beach Thiruvambadi Road,Alappuzha,Alappuzha
node/6036938330,LC near Alappuzha (Beach Thiruvambadi Road),9.4812405,76.3228014,Beach Thiruvambadi Road,Alappuzha,Alappuzha
node/6036938343,LC near Alappuzha (Beach Thiruvambadi Road),9.481255,76.3228901,Beach Thiruvambadi Road,Alappuzha,Alappuzha
node/6036938360,LC near Alappuzha (Beach Thiruvambadi Road),9.481261,76.3229267,Beach Thiruvambadi Road,Alappuzha,Alappuzha
node/6036938370,LC near Ambalappuzha,9.3925536,76.3504662,,Ambalappuzha,Alappuzha
node/6036938887,LC near Nangiarkulangara,9.2689365,76.4660123,,Nangiarkulangara,Alappuzha
node/6038800399,LC near Thalapara,9.8052553,76.4626036,,Thalapara,Kottayam
node/6039809207,LC near Pallom,9.5270421,76.5255009,,Pallom,Kottayam
node/6039809413,LC near Thiruvalla (Muthoor-Chumathra-Believers Church Hospital-Kizhakken Muthoor-Traco Cable Factory Road),9.4062822,76.5721372,Muthoor-Chumathra-Believers Church Hospital-Kizhakken Muthoor-Traco Cable Factory Road,Thiruvalla,Pathanamthitta
node/6041056962,LC near Mynagappally,9.0344473,76.5950724,,Mynagappally,Kollam
node/6041056990,LC near Mynagappally (Karunagappally - Sasthamcottah Road),9.0429136,76.5796535,Karunagappally - Sasthamcottah Road,Mynagappally,Kollam
node/6041056994,LC near Mynagappally (Karunagappally - Sasthamcottah Road),9.0443559,76.5780009,Karunagappally - Sasthamcottah Road,Mynagappally,Kollam
node/6042091675,LC near Perunguzhi,8.6311105,76.8082547,,Perunguzhi,Thiruvananthapuram
node/6045444471,LC near Nemom,8.4610198,77.0030479,,Nemom,Thiruvananthapuram
node/6045445000,LC near Balaramapuram,8.448438,77.0146492,,Balaramapuram,Thiruvananthapuram
node/6045445002,LC near Balaramapuram,8.4448084,77.0195378,,Balaramapuram,Thiruvananthapuram
node/6080548529,LC near Kalamassery,10.0672448,76.337809,,Kalamassery,Ernakulam
node/6080629871,LC near Kalamassery,10.0680787,76.3457946,,Kalamassery,Ernakulam
node/6132278386,LC near Eravankara,9.2607721,76.5743003,,Eravankara,Alappuzha
node/6180953466,LC near Guruvayur,10.5925341,76.0500225,,Guruvayur,Thrissur
node/6190715209,LC near Enkakkad (Wadakkanchery Vazhani Rd),10.6657745,76.2562848,Wadakkanchery Vazhani Rd,Enkakkad,Thrissur
node/6265300175,LC near Chala (Melarannoor-Killipalam Road),8.4850897,76.9661342,Melarannoor-Killipalam Road,Chala,Thiruvananthapuram
node/6310613367,LC near Puzhakkal,10.5548252,76.1910501,,Puzhakkal,Thrissur
node/6344464732,LC near Kaniyapuram (St Andrews Road),8.5802583,76.8600056,St Andrews Road,Kaniyapuram,Thiruvananthapuram
node/6344464737,LC near Thumba,8.5433206,76.8744446,,Thumba,Thiruvananthapuram
node/6351661049,LC near Nilambur,11.2595184,76.257443,,Nilambur,Malappuram
node/6353707119,LC near Kottayam (Adichira-Ammancheri Road),9.6324279,76.542372,Adichira-Ammancheri Road,Kottayam,Kottayam
node/6356623969,LC near Kinassery,10.7252511,76.6614198,,Kinassery,Palakkad
node/6356623971,LC near Kinassery,10.7326073,76.6559028,,Kinassery,Palakkad
node/6436497912,LC near Amballur (Urakam-Pudukad Road),10.4179754,76.2631276,Urakam-Pudukad Road,Amballur,Thrissur
node/6436497913,LC near Amballur (Urakam-Pudukad Road),10.4179702,76.2631077,Urakam-Pudukad Road,Amballur,Thrissur
node/6554031980,LC near Koratty,10.2738372,76.3454508,,Koratty,Thrissur
node/6578127283,LC near Kadalundi (Chaliyam - Kadalundi - Kottakadavu Road),11.1373318,75.8267868,Chaliyam - Kadalundi - Kottakadavu Road,Kadalundi,Kozhikode
node/6656812999,LC near Thrippunithura (Kambivelikkakam Road),9.9429166,76.3637961,Kambivelikkakam Road,Thrippunithura,Ernakulam
node/6656813000,LC near Thrippunithura (Kambivelikkakam Road),9.9428132,76.3638151,Kambivelikkakam Road,Thrippunithura,Ernakulam
node/6717760990,LC near Puthiyangadi (Koya Road),11.2966823,75.7606143,Koya Road,Puthiyangadi,Kozhikode
node/6727429674,LC near Atholi,11.3577224,75.7423401,,Atholi,Kozhikode
node/6727429675,LC near Atholi,11.3577449,75.7422558,,Atholi,Kozhikode
node/6734861536,LC near Azhiyur (Moonam Gate Road),11.6867285,75.549177,Moonam Gate Road,Azhiyur,Kozhikode
node/6735121630,LC near Palolipalam,11.5962702,75.5858635,,Palolipalam,Kozhikode
node/6735121631,LC near Palolipalam,11.5962867,75.5859108,,Palolipalam,Kozhikode
node/6735121632,LC near Palolipalam,11.5963046,75.5859616,,Palolipalam,Kozhikode
node/6735529046,LC near Onchiyam,11.6693481,75.5593594,,Onchiyam,Kozhikode
node/6735529047,LC near Onchiyam,11.6693345,75.5593219,,Onchiyam,Kozhikode
node/6738858902,LC near Chorode,11.60585,75.5796817,,Chorode,Kozhikode
node/6744165245,LC near Atholi,11.3718339,75.738681,,Atholi,Kozhikode
node/6744470821,LC near Palolipalam,11.5680356,75.6068613,,Palolipalam,Kozhikode
node/6745614002,LC near Iringal,11.5533004,75.6080018,,Iringal,Kozhikode
node/6745614039,LC near Payyoli (payyoli 2nd gate road),11.5186427,75.6179514,payyoli 2nd gate road,Payyoli,Kozhikode
node/6745614040,LC near Payyoli (payyoli 2nd gate road),11.5186634,75.6180152,payyoli 2nd gate road,Payyoli,Kozhikode
node/6745614041,LC near Payyoli (Payyoli Beach Road),11.5152719,75.6189268,Payyoli Beach Road,Payyoli,Kozhikode
node/6745614042,LC near Payyoli (Payyoli Beach Road),11.5152861,75.6189886,Payyoli Beach Road,Payyoli,Kozhikode
node/6746919619,LC near Palolipalam,11.5656306,75.6081465,,Palolipalam,Kozhikode
node/6746919620,LC near Palolipalam,11.5656614,75.6082248,,Palolipalam,Kozhikode
node/6746919631,LC near Iringal,11.5610094,75.609361,,Iringal,Kozhikode
node/6746919632,LC near Iringal,11.560985,75.6092809,,Iringal,Kozhikode
node/6746931403,LC near Iringal,11.546326,75.6099992,,Iringal,Kozhikode
node/6746931404,LC near Iringal,11.5462915,75.6100667,,Iringal,Kozhikode
node/6746931412,LC near Iringal,11.5485655,75.6093466,,Iringal,Kozhikode
node/6746931413,LC near Iringal,11.5485492,75.6094223,,Iringal,Kozhikode
node/6747005643,LC near Payyoli (payyoli 2nd gate road),11.5234165,75.6166583,payyoli 2nd gate road,Payyoli,Kozhikode
node/6747005644,LC near Payyoli (payyoli 2nd gate road),11.5234313,75.6165658,payyoli 2nd gate road,Payyoli,Kozhikode
node/6747011804,LC near Payyoli,11.5359873,75.612959,,Payyoli,Kozhikode
node/6747011805,LC near Payyoli,11.536017,75.6130135,,Payyoli,Kozhikode
node/6747031189,LC near Iringal,11.5421478,75.6111884,,Iringal,Kozhikode
node/6747031190,LC near Iringal,11.5421565,75.6112426,,Iringal,Kozhikode
node/6747047692,LC near Payyoli,11.5323046,75.6140155,,Payyoli,Kozhikode
node/6747047693,LC near Payyoli,11.5323441,75.6140902,,Payyoli,Kozhikode
node/6749572329,LC near Cheerattamanna,11.0024946,76.2134901,,Cheerattamanna,Malappuram
node/6752686859,LC near Payyoli (Payyoli Beach Road),11.5073727,75.621169,Payyoli Beach Road,Payyoli,Kozhikode
node/6752686860,LC near Payyoli (Payyoli Beach Road),11.5074264,75.6212366,Payyoli Beach Road,Payyoli,Kozhikode
node/6752686877,LC near Payyoli,11.5031222,75.622389,,Payyoli,Kozhikode
node/6752686878,LC near Payyoli,11.5031496,75.6224576,,Payyoli,Kozhikode
node/6752710894,LC near Payyoli,11.505621,75.6216711,,Payyoli,Kozhikode
node/6752710895,LC near Payyoli,11.5056709,75.6217401,,Payyoli,Kozhikode
node/6752754747,LC near Thikkodi,11.4955228,75.6246481,,Thikkodi,Kozhikode
node/6752754748,LC near Thikkodi,11.4955074,75.6245935,,Thikkodi,Kozhikode
node/6752754780,LC near Thikkodi,11.4882257,75.6272278,,Thikkodi,Kozhikode
node/6752754781,LC near Thikkodi,11.488259,75.6272802,,Thikkodi,Kozhikode
node/6752754782,LC near Thikkodi,11.4882811,75.6273149,,Thikkodi,Kozhikode
node/6752769194,LC near Thikkodi,11.4888127,75.6272408,,Thikkodi,Kozhikode
node/6752769195,LC near Thikkodi,11.4888037,75.6271729,,Thikkodi,Kozhikode
node/6752769196,LC near Thikkodi,11.4887595,75.6270399,,Thikkodi,Kozhikode
node/6752769197,LC near Thikkodi,11.488739,75.6270047,,Thikkodi,Kozhikode
node/6752769198,LC near Thikkodi,11.4887124,75.6269509,,Thikkodi,Kozhikode
node/6752769212,LC near Thikkodi,11.4893031,75.6271546,,Thikkodi,Kozhikode
node/6764935103,LC near Thikkodi,11.4725705,75.6414558,,Thikkodi,Kozhikode
node/6764935104,LC near Thikkodi,11.4724931,75.6414824,,Thikkodi,Kozhikode
node/6764935143,LC near Thikkodi (Moodadi - Hill Bazar road),11.4720313,75.6572602,Moodadi - Hill Bazar road,Thikkodi,Kozhikode
node/6764935144,LC near Thikkodi (Moodadi - Hill Bazar road),11.4719908,75.6572508,Moodadi - Hill Bazar road,Thikkodi,Kozhikode
node/6774887671,LC near Aingoth,12.2841278,75.1035223,,Aingoth,Kasaragod
node/6795977762,LC near Puthiyangadi (Koya Road),11.3000698,75.7591429,Koya Road,Puthiyangadi,Kozhikode
node/6795977763,LC near Puthiyangadi (Koya Road),11.3000826,75.7591854,Koya Road,Puthiyangadi,Kozhikode
node/6795977764,LC near West Hill (Bhatt Road),11.2918276,75.7626409,Bhatt Road,West Hill,Kozhikode
node/6795994252,LC near Puthiyangadi (Koya Road),11.3037549,75.7576149,Koya Road,Puthiyangadi,Kozhikode
node/6795994253,LC near Puthiyangadi (Koya Road),11.3037624,75.7575637,Koya Road,Puthiyangadi,Kozhikode
node/6795994258,LC near Kandamkulangara,11.3115665,75.7543175,,Kandamkulangara,Kozhikode
node/6796044238,LC near Chemanchery (Kappad - Pookkad Road),11.3943539,75.7257763,Kappad - Pookkad Road,Chemanchery,Kozhikode
node/6796044239,LC near Chemanchery (Kappad - Pookkad Road),11.394418,75.7258246,Kappad - Pookkad Road,Chemanchery,Kozhikode
node/6796058634,LC near Atholi,11.3718242,75.7385829,,Atholi,Kozhikode
node/6796074891,LC near Elathur (Navachethana Library Road),11.3306445,75.7462537,Navachethana Library Road,Elathur,Kozhikode
node/6796074901,LC near Kandamkulangara (Navachethana Library Road),11.3280575,75.7473438,Navachethana Library Road,Kandamkulangara,Kozhikode
node/6796074902,LC near Kandamkulangara (Navachethana Library Road),11.3280427,75.7472967,Navachethana Library Road,Kandamkulangara,Kozhikode
node/6796074905,LC near Elathur,11.3446651,75.741282,,Elathur,Kozhikode
node/6813335052,LC near Kuttippuram (pappadam chettiyar road),10.850648,76.0288404,pappadam chettiyar road,Kuttippuram,Malappuram
node/6813335053,LC near Kuttippuram (pappadam chettiyar road),10.850612,76.0287941,pappadam chettiyar road,Kuttippuram,Malappuram
node/6813354097,LC near Kuttippuram (pappadam chettiyar road),10.8533562,76.0269141,pappadam chettiyar road,Kuttippuram,Malappuram
node/6813354098,LC near Kuttippuram (pappadam chettiyar road),10.8533584,76.0269894,pappadam chettiyar road,Kuttippuram,Malappuram
node/6964692330,LC near Kuttippuram (rangatoor sree durga devi temple road),10.8646468,76.0144385,rangatoor sree durga devi temple road,Kuttippuram,Malappuram
node/6964692331,LC near Kuttippuram (rangatoor sree durga devi temple road),10.8645827,76.0143909,rangatoor sree durga devi temple road,Kuttippuram,Malappuram
node/6964692350,LC near Vairankode (rangatoor sree durga devi temple road),10.8690114,76.0065589,rangatoor sree durga devi temple road,Vairankode,Malappuram
node/6964692351,LC near Vairankode (rangatoor sree durga devi temple road),10.8690875,76.0066331,rangatoor sree durga devi temple road,Vairankode,Malappuram
node/6966798145,LC near Tirur,10.9035974,75.9325785,,Tirur,Malappuram
node/6966798147,LC near Tirur,10.903503,75.9324909,,Tirur,Malappuram
node/6976564600,LC near Santhi Nagar,11.2406703,76.2525238,,Santhi Nagar,Malappuram
node/7027481589,LC near Vaniyambalam,11.1939558,76.2568266,,Vaniyambalam,Malappuram
node/7038708498,LC near Vairankode,10.8757352,75.9830939,,Vairankode,Malappuram
node/7038708499,LC near Vairankode,10.8757856,75.9831086,,Vairankode,Malappuram
node/7038708500,LC near Vairankode,10.8758287,75.9831212,,Vairankode,Malappuram
node/7038708501,LC near Vairankode,10.8758874,75.9831382,,Vairankode,Malappuram
node/7038708510,LC near Kuttippuram (pappadam chettiyar road),10.8483322,76.0303318,pappadam chettiyar road,Kuttippuram,Malappuram
node/7038708511,LC near Kuttippuram (pappadam chettiyar road),10.8483418,76.0303423,pappadam chettiyar road,Kuttippuram,Malappuram
node/7038708512,LC near Kuttippuram (pappadam chettiyar road),10.8483754,76.030379,pappadam chettiyar road,Kuttippuram,Malappuram
node/7038708513,LC near Kuttippuram (pappadam chettiyar road),10.848387,76.0303917,pappadam chettiyar road,Kuttippuram,Malappuram
node/7038708514,LC near Kuttippuram (pappadam chettiyar road),10.848419,76.0304267,pappadam chettiyar road,Kuttippuram,Malappuram
node/7071381388,LC near Perunguzhi,8.6311271,76.8083008,,Perunguzhi,Thiruvananthapuram
node/7085543902,LC near Chirayinkeezhu (chirayinkeezhu-Thiruvananthapuram Road),8.6548885,76.7877999,chirayinkeezhu-Thiruvananthapuram Road,Chirayinkeezhu,Thiruvananthapuram
node/7085859366,LC near Karunagapally,9.0539038,76.5560606,,Karunagapally,Kollam
node/7085859367,LC near Karunagapally,9.0538609,76.5560661,,Karunagapally,Kollam
node/7085867882,LC near Karunagapally,9.0524735,76.5586387,,Karunagapally,Kollam
node/7085867883,LC near Karunagapally,9.052425,76.5586405,,Karunagapally,Kollam
node/7099004933,LC near Poongode,11.1601381,76.268275,,Poongode,Malappuram
node/7255222104,LC near Cheerattamanna,11.0067975,76.2185795,,Cheerattamanna,Malappuram
node/7358110098,LC near Thrikaripur (vellapp road),12.1416033,75.1758317,vellapp road,Thrikaripur,Kasaragod
node/7358110180,LC near Pekkadam,12.1606222,75.1744508,,Pekkadam,Kasaragod
node/7358110181,LC near Thrikaripur,12.1261027,75.1816747,,Thrikaripur,Kasaragod
node/7362490130,LC near Thalassery (Thalassery Kolassery Road),11.75999,75.488907,Thalassery Kolassery Road,Thalassery,Kannur
node/7368520346,LC near Eravankara,9.2606979,76.5743989,,Eravankara,Alappuzha
node/7390872430,LC near Mylom,9.0340838,76.7973523,,Mylom,Kollam
node/7441591058,LC near Perayam,8.9699158,76.6915887,,Perayam,Kollam
node/7448717372,LC near Palakkunnu (kottikulum arattukadav road),12.4240484,75.0239974,kottikulum arattukadav road,Palakkunnu,Kasaragod
node/7448717373,LC near Palakkunnu (kottikulum arattukadav road),12.4240622,75.0240388,kottikulum arattukadav road,Palakkunnu,Kasaragod
node/7459583138,LC near Murukkumpuzha,8.6113237,76.8326408,,Murukkumpuzha,Thiruvananthapuram
node/7461966149,LC near Thrippunithura,9.9665037,76.3441407,,Thrippunithura,Ernakulam
node/7466120818,LC near Aluva,10.1099404,76.3579952,,Aluva,Ernakulam
node/7469411781,LC near Thumpoly,9.5288146,76.3213249,,Thumpoly,Alappuzha
node/7469429706,LC near Kalamassery,10.0687153,76.3422879,,Kalamassery,Ernakulam
node/7474093396,LC near Karunagapally,9.06953,76.5430687,,Karunagapally,Kollam
node/7476252792,LC near Pattithanam (vedagiri-nambiyakulam road),9.7054906,76.5309072,vedagiri-nambiyakulam road,Pattithanam,Kottayam
node/7481839473,LC near Krishnapuram (Ochira - Thamarakkulam Road),9.1361497,76.524092,Ochira - Thamarakkulam Road,Krishnapuram,Alappuzha
node/7481839474,LC near Oachira (Ochira - Thamarakkulam Road),9.1305146,76.5257252,Ochira - Thamarakkulam Road,Oachira,Kollam
node/7482019076,LC near Chala (Melarannoor-Killipalam Road),8.4853706,76.9627923,Melarannoor-Killipalam Road,Chala,Thiruvananthapuram
node/7482019077,LC near Chala (Melarannoor-Killipalam Road),8.4854603,76.9628161,Melarannoor-Killipalam Road,Chala,Thiruvananthapuram
node/7482019079,LC near Karamana (Melarannoor-Killipalam Road),8.4835805,76.9699955,Melarannoor-Killipalam Road,Karamana,Thiruvananthapuram
node/7484336039,LC near Vengara,12.030451,75.2464917,,Vengara,Kannur
node/7484687722,LC near Punnapra,9.4434791,76.3353933,,Punnapra,Alappuzha
node/7487239885,LC near Melechovva (Thayil - Thazhe Chova Road),11.8664222,75.4027593,Thayil - Thazhe Chova Road,Melechovva,Kannur
node/7487239890,LC near Melechovva (Thayil - Thazhe Chova Road),11.8663161,75.402604,Thayil - Thazhe Chova Road,Melechovva,Kannur
node/7488474845,LC near Arayi (Puthiyotta-Kallooravi Road),12.3098973,75.0893215,Puthiyotta-Kallooravi Road,Arayi,Kasaragod
node/7488474846,LC near Arayi (Puthiyotta-Kallooravi Road),12.3098768,75.0892648,Puthiyotta-Kallooravi Road,Arayi,Kasaragod
node/7488474913,LC near Aingoth,12.2841828,75.1036022,,Aingoth,Kasaragod
node/7488474915,LC near Arayi,12.2936271,75.0982754,,Arayi,Kasaragod
node/7488474920,LC near Arayi,12.2935649,75.0982034,,Arayi,Kasaragod
node/7491857505,LC near Ambalapuzha,9.3877721,76.3589586,,Ambalapuzha,Alappuzha
node/7491857528,LC near Ambalapuzha,9.3876703,76.3589083,,Ambalapuzha,Alappuzha
node/7491857539,LC near Ambalapuzha,9.387627,76.3588879,,Ambalapuzha,Alappuzha
node/7491857540,LC near Ambalapuzha,9.3877222,76.3589367,,Ambalapuzha,Alappuzha
node/7500235953,LC near Ezhukone,8.9767542,76.7010387,,Ezhukone,Kollam
node/7500779368,LC near Mulakunnathukavu,10.617046,76.2134404,,Mulakunnathukavu,Thrissur
node/7501212993,LC near Ollur (Thaikkattussery Road),10.4543204,76.2428957,Thaikkattussery Road,Ollur,Thrissur
node/7507360863,LC near Elampalloor,8.9622696,76.6823574,,Elampalloor,Kollam
node/7509124205,LC near Krishnapuram (koladuth road),9.1598192,76.5125933,koladuth road,Krishnapuram,Alappuzha
node/7511824196,LC near Kinassery,10.7122004,76.672165,,Kinassery,Palakkad
node/7511863060,LC near Kazhakkoottam,8.562052,76.8720076,,Kazhakkoottam,Thiruvananthapuram
node/7511863061,LC near Kazhakkoottam,8.5620626,76.8720489,,Kazhakkoottam,Thiruvananthapuram
node/7511863062,LC near Kazhakkoottam,8.5620685,76.872072,,Kazhakkoottam,Thiruvananthapuram
node/7513584457,LC near Kinassery,10.7190227,76.6665297,,Kinassery,Palakkad
node/7513940585,LC near Mulakunnathukavu,10.5945556,76.2060372,,Mulakunnathukavu,Thrissur
node/7514288334,LC near Cherukunnu (thavam dalil road),12.0173092,75.2755052,thavam dalil road,Cherukunnu,Kannur
node/7514469835,LC near Chittattukara,10.5766332,76.0761216,,Chittattukara,Thrissur
node/7515012589,LC near Chittattukara,10.5751202,76.1035797,,Chittattukara,Thrissur
node/7516537435,LC near Parappur,10.5740175,76.1241159,,Parappur,Thrissur
node/7516537436,LC near Parappur,10.5741327,76.1219744,,Parappur,Thrissur
node/7517132340,LC near Peruvamba,10.7034563,76.6779333,,Peruvamba,Palakkad
node/7517211662,LC near Mulakunnathukavu,10.5965932,76.2058407,,Mulakunnathukavu,Thrissur
node/7517211677,LC near Mulakunnathukavu,10.5967169,76.2074572,,Mulakunnathukavu,Thrissur
node/7517212785,LC near Mulakunnathukavu,10.5954684,76.2050949,,Mulakunnathukavu,Thrissur
node/7517212796,LC near Mulakunnathukavu,10.5950082,76.2063141,,Mulakunnathukavu,Thrissur
node/7517212811,LC near Mulakunnathukavu,10.5948459,76.2065517,,Mulakunnathukavu,Thrissur
node/7517212815,LC near Mulakunnathukavu,10.5945275,76.2064847,,Mulakunnathukavu,Thrissur
node/7517212816,LC near Mulakunnathukavu,10.5945324,76.2065213,,Mulakunnathukavu,Thrissur
node/7517212817,LC near Mulakunnathukavu,10.5945419,76.2065774,,Mulakunnathukavu,Thrissur
node/7517212818,LC near Mulakunnathukavu,10.5945123,76.2066429,,Mulakunnathukavu,Thrissur
node/7517212819,LC near Mulakunnathukavu,10.5944786,76.2066753,,Mulakunnathukavu,Thrissur
node/7517392331,LC near Mulakunnathukavu (Attore-Tirur Road),10.5898634,76.2042303,Attore-Tirur Road,Mulakunnathukavu,Thrissur
node/7521377676,LC near Pappinisseri (kottapalam railway line road),11.9590763,75.3356088,kottapalam railway line road,Pappinisseri,Kannur
node/7522788144,LC near Mulakunnathukavu,10.6170512,76.2133444,,Mulakunnathukavu,Thrissur
node/7522788159,LC near Mulakunnathukavu,10.5976827,76.2081298,,Mulakunnathukavu,Thrissur
node/7523093922,LC near Kuttoor,9.3618284,76.5983427,,Kuttoor,Pathanamthitta
node/7523093925,LC near Kuttoor,9.3618546,76.5984492,,Kuttoor,Pathanamthitta
node/7525857445,LC near Koyilandy (Aanakulam-Purakkad-Thikkodi Road),11.4615904,75.678794,Aanakulam-Purakkad-Thikkodi Road,Koyilandy,Kozhikode
node/7525857476,LC near Koyilandy,11.4665852,75.6696276,,Koyilandy,Kozhikode
